#Associated Gene Name	Strand	Ensembl Transcript ID	Transcription Start Site (TSS)	Chromosome Name
RP13-379O24.2	-1	ENST00000569373	62516096	20
RP13-379O24.3	1	ENST00000606283	62477870	20
RP13-392I16.1	-1	ENST00000441033	9503471	1
RP13-395E19.3	-1	ENST00000562108	32435233	15
RP13-444H2.1	1	ENST00000603464	52334295	13
RP13-452N2.1	1	ENST00000462083	151806490	7
RP13-452N2.1	1	ENST00000481153	151806616	7
RP13-455A7.1	1	ENST00000449941	47860671	22
RP13-463N16.6	-1	ENST00000478294	5596118	10
RP13-487K5.1	1	ENST00000508265	155515727	4
RP13-494C23.1	-1	ENST00000503085	25869550	4
RP13-49I15.6	-1	ENST00000611956	133257551	10
RP13-507P19.1	1	ENST00000539209	131366660	12
RP13-507P19.2	1	ENST00000428272	131347470	12
RP13-516M14.1	1	ENST00000566986	82293716	17
RP13-516M14.4	-1	ENST00000581489	82292814	17
RP13-539F13.3	1	ENST00000512833	144851572	4
RP13-539J13.1	-1	ENST00000606068	740164	2
RP13-554M15.8	-1	ENST00000613771	132593698	12
RP13-57D9.3	-1	ENST00000454131	69570357	X
RP13-580B18.4	-1	ENST00000623439	56812446	7
RP13-580B18.4	-1	ENST00000623859	56815978	7
RP13-580B18.4	-1	ENST00000623699	56817864	7
RP13-580B18.4	-1	ENST00000601550	56819702	7
RP13-580B18.4	-1	ENST00000624051	56821684	7
RP13-580B18.4	-1	ENST00000624628	56848800	7
RP13-60M5.2	-1	ENST00000418343	88652136	9
RP13-60M5.2	-1	ENST00000544644	88652160	9
RP13-612N21.1	1	ENST00000504132	106433624	4
RP13-614K11.2	-1	ENST00000425194	3948980	1
RP13-616I3.1	-1	ENST00000608206	197506986	3
RP13-631K18.2	1	ENST00000531559	12030875	11
RP13-631K18.3	1	ENST00000476130	12066929	11
RP13-631K18.5	1	ENST00000527997	12086891	11
RP13-653N12.1	-1	ENST00000536341	128118130	12
RP13-653N12.1	-1	ENST00000540745	128118132	12
RP13-653N12.2	1	ENST00000541258	128118217	12
RP13-714J12.1	-1	ENST00000622182	132425208	12
RP13-726E6.1	1	ENST00000534291	3469319	11
RP13-726E6.2	-1	ENST00000526533	3571987	11
RP13-726E6.2	-1	ENST00000527970	3581211	11
RP13-735L24.1	1	ENST00000567749	9367464	12
RP13-766D20.4	-1	ENST00000617888	81481570	17
RP13-81N3.2	1	ENST00000541949	10750234	12
RP13-81N3.2	1	ENST00000544815	10769393	12
RP13-81N3.2	1	ENST00000540188	10769421	12
RP13-820C6.4	-1	ENST00000619709	132083779	12
RP13-870H17.3	1	ENST00000534584	1049880	11
RP13-870H17.3	1	ENST00000617529	1052611	11
RP13-884E18.2	-1	ENST00000505454	137655174	4
RP13-884E18.4	-1	ENST00000510922	137734977	4
RP13-895J2.6	1	ENST00000613430	132282814	12
RP13-941N14.1	1	ENST00000541574	121580792	12
RP13-977J11.2	-1	ENST00000538731	132189695	12
RP13-977J11.8	1	ENST00000535242	132190213	12
RP13-977J11.9	1	ENST00000619983	132169823	12
RP3-324O17.8	1	ENST00000611296	31580890	20
RP3-326I13.1	1	ENST00000440955	43176994	X
RP3-326L13.3	1	ENST00000607789	83511296	X
RP3-327A19.5	-1	ENST00000455986	119922840	X
RP3-329A5.8	-1	ENST00000605896	35224630	6
RP3-331H24.4	1	ENST00000456795	71328942	6
RP3-331H24.5	-1	ENST00000602823	71417436	6
RP3-332B22.1	1	ENST00000456896	140067435	6
RP3-332B22.1	1	ENST00000418834	140083095	6
RP3-332B22.1	1	ENST00000446458	140086682	6
RP3-333B15.4	-1	ENST00000564051	23519031	20
RP3-333B15.4	-1	ENST00000619495	23519054	20
RP3-333B15.5	1	ENST00000611020	23458529	20
RP3-333B15.6	-1	ENST00000615088	23489973	20
RP3-337D23.3	1	ENST00000359838	147158925	6
RP3-340B19.3	1	ENST00000450618	35544632	6
RP3-340N1.2	1	ENST00000417884	20154338	1
RP3-340N1.2	1	ENST00000431027	20157692	1
RP3-340N1.6	1	ENST00000435552	20243095	1
RP3-341O5.3	-1	ENST00000623956	26394853	22
RP3-355L5.5	-1	ENST00000606817	105273760	6
RP3-359N14.2	-1	ENST00000423489	105632196	6
RP3-368B9.2	1	ENST00000505702	3633029	4
RP3-369A17.4	1	ENST00000453179	24742302	6
RP3-369A17.4	1	ENST00000423504	24749067	6
RP3-380B8.4	1	ENST00000454882	5851506	6
RP3-380E11.2	1	ENST00000427011	14004920	6
RP3-388N13.3	-1	ENST00000520962	93846743	8
RP3-390M24.1	-1	ENST00000449463	78606036	6
RP3-393E18.2	-1	ENST00000430078	159589169	6
RP3-393K13.1	1	ENST00000443471	83728055	6
RP3-395M20.12	1	ENST00000606645	2546465	1
RP3-395M20.8	-1	ENST00000448624	2551598	1
RP3-395M20.8	-1	ENST00000449660	2552106	1
RP3-395M20.8	-1	ENST00000432521	2554150	1
RP3-395M20.8	-1	ENST00000443892	2554245	1
RP3-395M20.8	-1	ENST00000416860	2557011	1
RP3-395M20.8	-1	ENST00000452793	2557031	1
RP3-395P12.2	-1	ENST00000436974	173175503	1
RP3-399L15.1	-1	ENST00000438522	114488681	6
RP3-399L15.1	-1	ENST00000446358	114488752	6
RP3-399L15.2	-1	ENST00000435802	114535875	6
RP3-400B16.1	1	ENST00000427049	4136072	6
RP3-400B16.3	-1	ENST00000427591	4188109	6
RP3-402G11.26	-1	ENST00000608025	50200837	22
RP3-406A7.7	-1	ENST00000564248	136336087	6
RP3-406P24.4	1	ENST00000606564	4018713	6
RP3-410C9.2	1	ENST00000611894	26188408	20
RP3-410C9.2	1	ENST00000416638	26188438	20
RP3-413H6.2	1	ENST00000412132	11810602	6
RP3-416J7.4	-1	ENST00000580119	205484	6
RP3-416J7.5	1	ENST00000381078	203313	6
RP3-418C23.2	1	ENST00000457513	97283303	6
RP3-418C23.2	1	ENST00000574739	97305586	6
RP3-422G23.4	1	ENST00000573100	138377905	6
RP3-425P12.1	-1	ENST00000416595	25057073	6
RP3-425P12.2	-1	ENST00000424868	25063507	6
RP3-429O6.1	-1	ENST00000422310	6918715	6
RP3-430N8.10	-1	ENST00000602955	30977858	22
RP3-430N8.11	-1	ENST00000602847	30978848	22
RP3-431P23.5	1	ENST00000597278	167795530	6
RP3-437I16.1	-1	ENST00000417651	29350114	1
RP3-446N13.1	1	ENST00000545642	126095992	12
RP3-446N13.5	1	ENST00000620193	126032995	12
RP3-448I9.1	1	ENST00000434947	14394326	6
RP3-448I9.2	-1	ENST00000456440	14393288	6
RP3-449H6.1	1	ENST00000436113	44525259	6
RP3-449M8.6	-1	ENST00000556370	74474864	14
RP3-449M8.9	-1	ENST00000602790	74472360	14
RP3-453C12.15	-1	ENST00000617473	45448325	20
RP3-454B23.1	-1	ENST00000539206	6160719	12
RP3-460G2.2	-1	ENST00000455011	140852924	6
RP3-461P17.10	1	ENST00000595203	45445431	20
RP3-461P17.10	1	ENST00000424705	45447402	20
RP3-462D8.2	-1	ENST00000411511	25282291	22
RP3-462D8.2	-1	ENST00000432495	25282674	22
RP3-462E2.3	1	ENST00000551450	111812793	12
RP3-462E2.5	1	ENST00000602695	111897336	12
RP3-463P15.1	1	ENST00000424506	94163920	6
RP3-465N24.6	1	ENST00000607698	25247837	1
RP3-466P17.1	1	ENST00000603994	145735570	6
RP3-466P17.2	-1	ENST00000603042	145737173	6
RP3-467K16.4	-1	ENST00000427824	15409433	1
RP3-468B3.2	1	ENST00000526556	33893323	6
RP3-468B3.2	1	ENST00000451317	33900355	6
RP3-468B3.2	1	ENST00000530000	33911102	6
RP3-470B24.5	-1	ENST00000538528	167976939	6
RP3-470B24.5	-1	ENST00000441716	167979776	6
RP3-470L22.1	-1	ENST00000435429	6759291	6
RP3-471C18.1	-1	ENST00000445568	19734567	6
RP3-471C18.2	-1	ENST00000424083	19749693	6
RP3-471C18.2	-1	ENST00000450310	19753113	6
RP3-471M13.2	1	ENST00000452366	172906900	1
RP3-473B4.3	1	ENST00000441841	134949549	X
RP3-473L9.4	1	ENST00000552663	111369282	12
RP3-473L9.4	1	ENST00000548846	111396835	12
RP3-483K16.4	1	ENST00000605281	53350158	6
RP3-486I3.7	1	ENST00000448740	116254207	6
RP3-492J12.2	1	ENST00000610729	59123404	20
RP3-495K2.1	1	ENST00000413324	169067818	6
RP3-495K2.1	1	ENST00000435377	169067899	6
RP3-495K2.2	-1	ENST00000419800	169035642	6
RP3-495K2.3	-1	ENST00000444586	168964341	6
RP3-500L14.2	1	ENST00000607518	13825432	6
RP3-503A6.2	-1	ENST00000439844	38715217	6
RP3-507I15.2	-1	ENST00000566241	141173588	X
RP3-510D11.1	-1	ENST00000437157	9202619	1
RP3-510D11.2	1	ENST00000412639	9182204	1
RP3-513G18.2	-1	ENST00000508619	3677855	4
RP3-514A23.2	-1	ENST00000555303	72595125	14
RP3-522D1.1	1	ENST00000456651	112850028	1
RP3-522D1.1	1	ENST00000422022	112850076	1
RP3-522J7.6	-1	ENST00000565177	49837786	22
RP3-523C21.2	1	ENST00000430428	132085084	6
RP3-523C21.2	1	ENST00000440246	132090533	6
RP3-526F5.2	1	ENST00000423667	143757737	X
RP3-527G5.1	-1	ENST00000437430	4347037	6
RP4-529N6.2	-1	ENST00000568110	4602420	6
RP4-534N18.2	1	ENST00000447478	31933020	1
RP4-535B20.1	-1	ENST00000448344	65067737	1
RP4-535B20.4	-1	ENST00000607528	65004087	1
RP4-536B24.3	-1	ENST00000561567	87806476	16
RP4-536B24.4	-1	ENST00000570159	87779148	16
RP4-536B24.4	-1	ENST00000563993	87779374	16
RP4-539M6.22	1	ENST00000366413	30435544	22
RP4-539M6.22	1	ENST00000607893	30435544	22
RP4-543J13.1	-1	ENST00000420156	114262278	1
RP4-545L17.12	1	ENST00000619766	1186092	20
RP4-550H1.4	1	ENST00000430679	36072441	20
RP4-550H1.4	1	ENST00000450129	36072678	20
RP4-550H1.5	-1	ENST00000433587	36088192	20
RP4-550H1.7	-1	ENST00000619647	36064563	20
RP4-555D20.2	1	ENST00000568686	44117299	3
RP4-555D20.3	1	ENST00000605537	43996896	3
RP4-555D20.4	-1	ENST00000606217	43999149	3
RP4-561L24.3	1	ENST00000565336	93847174	1
RP4-563E14.1	-1	ENST00000619319	62929297	20
RP4-564F22.5	-1	ENST00000422519	38416797	20
RP4-564F22.6	1	ENST00000615228	38378825	20
RP4-564F22.7	-1	ENST00000621084	38419202	20
RP4-564O4.1	-1	ENST00000453921	24318086	20
RP4-565E6.1	-1	ENST00000599640	148200553	1
RP4-565E6.1	-1	ENST00000614606	148205749	1
RP4-565E6.1	-1	ENST00000482381	148205752	1
RP4-565E6.1	-1	ENST00000596091	148217078	1
RP4-565E6.1	-1	ENST00000596220	148217078	1
RP4-565E6.1	-1	ENST00000599387	148217078	1
RP4-565E6.1	-1	ENST00000496508	148218888	1
RP4-565E6.1	-1	ENST00000464343	148226621	1
RP4-565E6.1	-1	ENST00000622642	148228032	1
RP4-565E6.1	-1	ENST00000611452	148228070	1
RP4-565E6.1	-1	ENST00000611286	148228657	1
RP4-565E6.1	-1	ENST00000616018	148228657	1
RP4-565E6.1	-1	ENST00000611617	148228658	1
RP4-565E6.1	-1	ENST00000620213	148228658	1
RP4-566L20.1	1	ENST00000623197	49534062	22
RP4-568C11.4	1	ENST00000620459	24931840	20
RP4-568F9.6	-1	ENST00000412241	18359259	20
RP4-568F9.6	-1	ENST00000457009	18359300	20
RP4-569D19.8	1	ENST00000610000	35526932	22
RP4-580N22.2	-1	ENST00000443207	235971825	1
RP4-583K8.1	-1	ENST00000414598	52455619	20
RP4-585I14.3	-1	ENST00000611242	13368703	20
RP4-586O15.1	-1	ENST00000423410	95318263	1
RP4-591L5.1	-1	ENST00000427319	30411638	1
RP4-591L5.2	1	ENST00000420354	30415825	1
RP4-594A5.1	1	ENST00000435967	8303741	7
RP4-594A5.1	1	ENST00000606016	8303754	7
RP4-594I10.3	-1	ENST00000577528	24556024	1
RP4-594L9.2	-1	ENST00000527984	34557924	11
RP4-597N16.4	-1	ENST00000609649	235104609	1
RP4-601P9.1	1	ENST00000547876	114768674	12
RP4-601P9.2	1	ENST00000551875	114713811	12
RP4-604K5.3	-1	ENST00000585888	86934891	1
RP4-610C12.3	-1	ENST00000454331	30288311	20
RP4-610C12.4	-1	ENST00000380888	30286537	20
RP4-614C15.2	-1	ENST00000424662	59357774	20
RP4-614C15.3	-1	ENST00000440889	59364773	20
RP4-614O4.12	-1	ENST00000594413	35203288	20
RP4-616B8.5	1	ENST00000620080	38955910	20
RP4-621B10.8	1	ENST00000609675	92189237	1
RP4-625H18.2	-1	ENST00000607233	19804368	6
RP4-625H18.2	-1	ENST00000447250	19804646	6
RP4-625H18.2	-1	ENST00000457670	19804742	6
RP4-625H18.2	-1	ENST00000607810	19804750	6
RP4-625H18.2	-1	ENST00000606628	19804752	6
RP4-633I8.4	-1	ENST00000433876	8807051	1
RP4-633O19__A.1	1	ENST00000424761	36388626	22
RP4-639J15.1	-1	ENST00000426169	157058514	7
RP4-639J15.3	1	ENST00000594086	157109980	7
RP4-640H8.2	1	ENST00000373508	37676910	20
RP4-644L1.2	-1	ENST00000428495	40698616	20
RP4-646N3.1	1	ENST00000432359	38770331	X
RP4-655C5.4	1	ENST00000444219	166236969	6
RP4-655J12.4	-1	ENST00000437308	116466442	1
RP4-655J12.4	-1	ENST00000430107	116466452	1
RP4-655J12.4	-1	ENST00000430316	116478227	1
RP4-655J12.4	-1	ENST00000423907	116478808	1
RP4-655J12.4	-1	ENST00000434879	116478826	1
RP4-655J12.4	-1	ENST00000443219	116478842	1
RP4-655J12.5	-1	ENST00000449303	116433368	1
RP4-656G21.1	-1	ENST00000422638	29709547	1
RP4-660H19.1	-1	ENST00000445976	72899140	1
RP4-665J23.1	-1	ENST00000455680	90836161	1
RP4-665J23.1	-1	ENST00000435649	90851515	1
RP4-665J23.1	-1	ENST00000606660	90851618	1
RP4-665J23.1	-1	ENST00000443802	90851650	1
RP4-665J23.2	1	ENST00000425185	90851759	1
RP4-665J23.4	-1	ENST00000606898	90862920	1
RP4-666F24.3	1	ENST00000448680	115099672	1
RP4-668E10.4	-1	ENST00000613936	9189765	7
RP4-668E10.4	-1	ENST00000612945	9189785	7
RP4-668E10.4	-1	ENST00000614289	9189785	7
RP4-668E10.4	-1	ENST00000614137	9189857	7
RP4-669B10.3	1	ENST00000466281	143954844	7
RP4-669B10.3	1	ENST00000470988	143958963	7
RP4-669L17.10	-1	ENST00000431321	366120	1
RP4-669L17.10	-1	ENST00000453935	368450	1
RP4-669L17.10	-1	ENST00000440163	379972	1
RP4-669L17.10	-1	ENST00000455207	485208	1
RP4-669L17.10	-1	ENST00000431812	489553	1
RP4-669L17.10	-1	ENST00000613471	489710	1
RP4-669L17.10	-1	ENST00000601814	495476	1
RP4-669L17.10	-1	ENST00000419160	496665	1
RP4-669L17.10	-1	ENST00000455464	497259	1
RP4-669L17.10	-1	ENST00000599771	498456	1
RP4-669L17.10	-1	ENST00000601486	499002	1
RP4-669L17.10	-1	ENST00000423728	499175	1
RP4-669L17.10	-1	ENST00000432964	499175	1
RP4-669L17.10	-1	ENST00000608420	501607	1
RP4-669L17.10	-1	ENST00000440038	501617	1
RP4-669L17.2	1	ENST00000450983	358857	1
RP4-669L17.2	1	ENST00000412666	358872	1
RP4-669P10.16	-1	ENST00000428786	42139927	22
RP4-672N11.1	-1	ENST00000432423	43779982	3
RP4-676J13.2	1	ENST00000420766	83983728	6
RP4-680D5.9	-1	ENST00000606262	15683128	1
RP4-683M8.2	1	ENST00000456803	48053545	1
RP4-683M8.2	1	ENST00000439795	48054209	1
RP4-697P8.3	-1	ENST00000448859	10909272	20
RP4-704D21.2	-1	ENST00000455718	147003184	1
RP4-704D21.2	-1	ENST00000425109	147003618	1
RP4-704D23.1	-1	ENST00000447908	14351023	1
RP4-705D16.4	-1	ENST00000613736	16729880	20
RP4-705F19.1	1	ENST00000447150	54416256	1
RP4-705O1.1	-1	ENST00000412672	39224748	20
RP4-710M16.2	1	ENST00000451914	56414963	1
RP4-712E4.1	-1	ENST00000439394	119001392	1
RP4-712E4.2	-1	ENST00000449439	119001405	1
RP4-715N11.2	1	ENST00000421642	52671917	20
RP4-715N11.2	1	ENST00000413070	52674411	20
RP4-715N11.2	1	ENST00000425279	52681428	20
RP4-715N11.2	1	ENST00000437987	52681428	20
RP4-715N11.2	1	ENST00000448013	52681428	20
RP4-715N11.2	1	ENST00000422666	52685122	20
RP4-717I23.3	-1	ENST00000602488	93273583	1
RP4-717I23.3	-1	ENST00000442860	93309763	1
RP4-717I23.3	-1	ENST00000427669	93315268	1
RP4-717I23.3	-1	ENST00000414430	93315269	1
RP4-717I23.3	-1	ENST00000424517	93324649	1
RP4-717I23.3	-1	ENST00000415150	93324691	1
RP4-717I23.3	-1	ENST00000446528	93333398	1
RP4-717I23.3	-1	ENST00000429859	93337392	1
RP4-717I23.3	-1	ENST00000436200	93337437	1
RP4-717I23.3	-1	ENST00000455474	93337469	1
RP4-717I23.3	-1	ENST00000432741	93337565	1
RP4-717I23.3	-1	ENST00000457025	93338531	1
RP4-717I23.3	-1	ENST00000440778	93338534	1
RP4-717I23.3	-1	ENST00000450843	93339374	1
RP4-717I23.3	-1	ENST00000447577	93340472	1
RP4-717I23.3	-1	ENST00000449305	93345783	1
RP4-717I23.3	-1	ENST00000438777	93345800	1
RP4-717I23.3	-1	ENST00000411670	93345803	1
RP4-717I23.3	-1	ENST00000421202	93345811	1
RP4-717I23.3	-1	ENST00000445076	93345827	1
RP4-717I23.3	-1	ENST00000413606	93345831	1
RP4-717I23.3	-1	ENST00000457387	93345846	1
RP4-717I23.3	-1	ENST00000452347	93345848	1
RP4-717I23.3	-1	ENST00000451302	93346025	1
RP4-718D20.3	-1	ENST00000609610	19694207	20
RP4-718D20.3	-1	ENST00000608476	19694685	20
RP4-718D20.3	-1	ENST00000608187	19695693	20
RP4-718D20.3	-1	ENST00000598694	19696727	20
RP4-718D20.3	-1	ENST00000600889	19696769	20
RP4-718D20.3	-1	ENST00000435992	19696770	20
RP4-718D20.3	-1	ENST00000593770	19696794	20
RP4-718D20.3	-1	ENST00000609846	19697576	20
RP4-718J7.4	-1	ENST00000424850	57601200	20
RP4-718N17.2	1	ENST00000414409	51614251	7
RP4-726F1.1	1	ENST00000415629	79323769	1
RP4-734C18.1	-1	ENST00000412405	11268835	20
RP4-734C18.1	-1	ENST00000444792	11301525	20
RP4-735C1.6	1	ENST00000453347	109828355	1
RP4-736H5.3	-1	ENST00000420758	67697029	7
RP4-737E23.2	1	ENST00000613502	23187961	20
RP4-737E23.2	1	ENST00000411595	23187975	20
RP4-737E23.7	1	ENST00000622708	23180176	20
RP4-738P15.1	-1	ENST00000426854	25147464	20
RP4-738P15.1	-1	ENST00000454676	25148790	20
RP4-738P15.1	-1	ENST00000440357	25149240	20
RP4-738P15.1	-1	ENST00000438287	25149258	20
RP4-739H11.3	-1	ENST00000440100	40687588	1
RP4-742N3.1	-1	ENST00000456062	120142996	7
RP4-745K6.1	-1	ENST00000432702	121650360	7
RP4-749H3.2	-1	ENST00000421114	20413253	1
RP4-752I6.1	1	ENST00000492975	27457198	1
RP4-753F5.1	-1	ENST00000610171	116909531	1
RP4-754E20__A.5	1	ENST00000450750	43400331	22
RP4-758J18.10	-1	ENST00000434150	1431843	1
RP4-758J18.10	-1	ENST00000454562	1434488	1
RP4-758J18.10	-1	ENST00000417917	1434520	1
RP4-758J18.10	-1	ENST00000430109	1434573	1
RP4-758J18.13	1	ENST00000607307	1409096	1
RP4-758J18.2	1	ENST00000448629	1399522	1
RP4-758J18.2	1	ENST00000444362	1399527	1
RP4-758J18.2	1	ENST00000418833	1399530	1
RP4-758J18.2	1	ENST00000576232	1399552	1
RP4-758J18.2	1	ENST00000570344	1399562	1
RP4-758J18.2	1	ENST00000447725	1399572	1
RP4-758J18.2	1	ENST00000572242	1399806	1
RP4-758J18.2	1	ENST00000453521	1400419	1
RP4-758J24.5	-1	ENST00000606641	54028499	1
RP4-760C5.3	-1	ENST00000448580	26010531	20
RP4-760C5.5	1	ENST00000449316	25955812	20
RP4-761J14.10	1	ENST00000602431	6742985	12
RP4-763G1.2	1	ENST00000230113	67529630	1
RP4-764O22.1	1	ENST00000425900	7069614	20
RP4-765H13.1	1	ENST00000536505	126191378	12
RP4-769N13.6	1	ENST00000602463	102599512	X
RP4-769N13.6	1	ENST00000465548	102599520	X
RP4-769N13.6	1	ENST00000460026	102599525	X
RP4-769N13.6	1	ENST00000466616	102599526	X
RP4-769N13.6	1	ENST00000475738	102599526	X
RP4-769N13.6	1	ENST00000602366	102599526	X
RP4-769N13.6	1	ENST00000476910	102599537	X
RP4-769N13.6	1	ENST00000486740	102599537	X
RP4-769N13.6	1	ENST00000460793	102599540	X
RP4-771M4.3	1	ENST00000450811	62896009	1
RP4-777L9.2	1	ENST00000616572	16576068	20
RP4-777L9.3	1	ENST00000616301	16580258	20
RP4-777O23.1	1	ENST00000579437	30550217	7
RP4-777O23.2	1	ENST00000583191	30525731	7
RP4-781K5.4	1	ENST00000417805	234646289	1
RP4-781K5.4	1	ENST00000449012	234656125	1
RP4-781K5.4	1	ENST00000453568	234674096	1
RP4-781K5.5	1	ENST00000441360	234660271	1
RP4-781K5.6	-1	ENST00000442382	234696153	1
RP4-781K5.9	1	ENST00000607759	234644666	1
RP4-782L23.1	1	ENST00000424725	59772795	1
RP4-784A16.5	1	ENST00000445039	53328233	1
RP4-788P17.1	1	ENST00000424953	73635216	1
RP4-788P17.1	1	ENST00000436262	73709368	1
RP4-789D17.5	-1	ENST00000606838	35930115	1
RP4-791M13.3	1	ENST00000466343	149048576	1
RP4-794H19.1	-1	ENST00000423408	58896665	1
RP4-794H19.1	-1	ENST00000427292	58896703	1
RP4-794I6.4	1	ENST00000621919	3239705	20
RP4-796I8.1	-1	ENST00000455132	12244296	20
RP4-798A10.2	1	ENST00000457898	16460948	1
RP4-798A10.4	1	ENST00000452795	16520694	1
RP4-798A10.7	1	ENST00000562878	16514645	1
RP4-798P15.3	-1	ENST00000354921	178022544	1
RP4-798P15.3	-1	ENST00000466953	178022587	1
RP4-798P15.3	-1	ENST00000464428	178038007	1
RP4-799D16.1	-1	ENST00000424084	25113119	1
RP4-799D16.1	-1	ENST00000429666	25113120	1
RP4-806M20.3	-1	ENST00000601795	58836529	20
RP4-806M20.5	1	ENST00000603095	58754351	20
RP4-809F18.1	1	ENST00000536639	126359302	12
RP4-809F18.2	1	ENST00000539588	126358034	12
RP4-811H24.9	-1	ENST00000448134	32350663	1
RP4-813D12.3	1	ENST00000412321	57266797	20
RP4-813D12.3	1	ENST00000426580	57266802	20
RP4-813F11.4	-1	ENST00000610021	141004849	7
RP5-1004I9.1	-1	ENST00000377121	22420643	20
RP5-1006K12.1	1	ENST00000421825	120168345	7
RP5-1007H16.1	1	ENST00000609858	7619872	7
RP5-1009E24.8	1	ENST00000613868	3808357	20
RP5-1009E24.9	1	ENST00000620777	3811384	20
RP5-1011O1.3	1	ENST00000457321	192529579	1
RP5-1013A22.5	1	ENST00000608247	44434197	20
RP5-1016A21.1	1	ENST00000613711	60761874	20
RP5-1017F8.2	-1	ENST00000617063	60083872	20
RP5-1021I20.2	-1	ENST00000555539	73830135	14
RP5-1022J11.2	-1	ENST00000416237	52500591	20
RP5-1022P6.4	-1	ENST00000450640	5510002	20
RP5-1022P6.7	1	ENST00000587737	5499116	20
RP5-1023B21.1	-1	ENST00000596207	45101094	21
RP5-1024G6.8	-1	ENST00000602943	53244540	1
RP5-1024N4.2	1	ENST00000431986	48205965	1
RP5-1025A1.3	-1	ENST00000613001	25063591	20
RP5-1027O11.1	-1	ENST00000437598	87905714	1
RP5-1027O15.1	1	ENST00000527492	29594918	11
RP5-1027O15.1	1	ENST00000528119	29618802	11
RP5-1028K7.2	1	ENST00000578280	40517026	17
RP5-1028K7.2	1	ENST00000577557	40525561	17
RP5-1030M6.3	1	ENST00000428529	43894720	20
RP5-1031D4.2	-1	ENST00000420395	7471942	10
RP5-1031J8.1	1	ENST00000444436	39785721	20
RP5-1039K5.18	1	ENST00000609265	38043230	22
RP5-1050E16.1	-1	ENST00000442086	89803061	9
RP5-1050E16.2	1	ENST00000421297	89799695	9
RP5-1051D14.1	1	ENST00000453569	208972454	1
RP5-1051H14.2	-1	ENST00000419836	9759237	10
RP5-1056H1.2	-1	ENST00000619370	6067897	20
RP5-1057B20.3	-1	ENST00000615357	38104961	20
RP5-1057I20.2	1	ENST00000550684	47826854	12
RP5-1057I20.2	1	ENST00000546523	47829494	12
RP5-1057I20.2	1	ENST00000550909	47831349	12
RP5-1057I20.2	1	ENST00000548564	47831375	12
RP5-1057I20.2	1	ENST00000550720	47831375	12
RP5-1057J7.7	-1	ENST00000605350	23379029	1
RP5-1061H20.4	-1	ENST00000429227	229271003	1
RP5-1061H20.4	-1	ENST00000436334	229271028	1
RP5-1063M23.1	-1	ENST00000505276	3300224	12
RP5-1063M23.2	1	ENST00000432994	3318718	12
RP5-1063M23.2	1	ENST00000543036	3319441	12
RP5-1065O2.4	-1	ENST00000624692	21703585	20
RP5-1065P14.2	-1	ENST00000433734	229094905	1
RP5-1067M6.3	1	ENST00000588260	44328613	17
RP5-1068E13.7	1	ENST00000609087	18794529	20
RP5-1068H6.6	1	ENST00000617466	4761300	20
RP5-1069C8.2	-1	ENST00000456265	12952519	20
RP5-1069C8.3	-1	ENST00000602702	12935783	20
RP5-1070A16.1	1	ENST00000418344	98210747	1
RP5-1077H22.1	-1	ENST00000612554	962272	6
RP5-1077H22.2	-1	ENST00000620188	909006	6
RP5-1085F17.3	1	ENST00000569087	32856621	20
RP5-1086K13.1	-1	ENST00000456414	116499212	1
RP5-1092A3.5	1	ENST00000605846	28247144	1
RP5-1097P24.1	1	ENST00000439450	22220554	20
RP5-1098D14.1	1	ENST00000608190	178651706	1
RP5-1100I6.1	-1	ENST00000457224	24144386	20
RP5-1102E8.3	1	ENST00000608243	76636877	1
RP5-1103G7.10	1	ENST00000608495	267186	20
RP5-1112D6.7	1	ENST00000607386	111297126	6
RP5-1114G22.2	-1	ENST00000412357	175204849	1
RP5-1116H23.3	-1	ENST00000616569	5068154	20
RP5-1116H23.4	-1	ENST00000620848	5061340	20
RP5-1116H23.5	-1	ENST00000617644	5050321	20
RP5-1116H23.6	-1	ENST00000618494	5046276	20
RP5-1119A7.14	-1	ENST00000442579	36454944	22
RP5-1119O21.2	1	ENST00000413941	8298897	10
RP5-1120P11.3	1	ENST00000455005	44073913	6
RP5-1121A15.3	1	ENST00000427073	156944721	7
RP5-1121E10.2	-1	ENST00000471553	90122890	7
RP5-1121H13.3	-1	ENST00000412348	42015478	20
RP5-1125A11.4	-1	ENST00000451556	34017749	20
RP5-1125A11.6	-1	ENST00000615120	33991818	20
RP5-1125A11.7	-1	ENST00000618285	33988989	20
RP5-1125N11.1	-1	ENST00000440358	30815553	1
RP5-1139I1.1	1	ENST00000428222	119291529	X
RP5-1142J19.1	-1	ENST00000442017	157282686	7
RP5-1158E12.1	-1	ENST00000420585	45917040	X
RP5-1158E12.3	-1	ENST00000456532	45851490	X
RP5-1159O4.1	-1	ENST00000609307	7554749	7
RP5-1159O4.1	-1	ENST00000608807	7564326	7
RP5-1159O4.1	-1	ENST00000609497	7566996	7
RP5-1159O4.2	-1	ENST00000608770	7552440	7
